3644	11H-Benzo[a]fluoren-11-one	2
1892	Octane, 2,3,3-trimethyl-	0
533	Phenylethyl Alcohol	2
2656	3-Ethyldibenzothiophene	0
3195	7H-Benzo[c]fluorene	2
3745	1-Phenyldibenzofuran	2
2183	Benzyl Benzoate	2
83	3-Amino-2-oxazolidinone	0
1967	2(3H)-Furanone, dihydro-5-methyl-5-(2-methylpropyl)-	0
1957	3-O-Methyl-d-glucose	0
1712	Cyclopentadecanone, 4-methyl-	0
1326	Piperidine, 1-(1-butenyl)-	0
1987	5-Azabenzimidazole	2
1608	Ethanone, 1-(2,3,4-trichlorophenyl)-	2
598	2H-Pyran, 2-(3-butynyloxy)tetrahydro-	0
2400	9H-Carbazole, 9-nitroso-	2
2607	4H-Cyclopenta[def]phenanthrene	2
1682	Desulfoglucobrassicin	0
2784	Phenanthrene, 1,7-dimethyl-	2
4081	1H-Isoindole, 2,3-dihydro-	0
1212	Azetidine, 1,3-dimethyl-	0
3154	p,p'-DDE	2
3076	2-Naphthalenamine, 1,2,3,4-tetrahydro-N-methyl-1-(2-methyl-1-propenyl)-, trans-	0
1884	Benzophenone	2
863	2-Cyclohexylpiperidine	0
1047	2-Furancarboxylic acid, hydrazide	0
1993	2-Hydroxy-2-phenylacetic acid, p-methoxybenzyl ester	0
2222	N-(2-Cyano-ethyl)-benzenesulfonamide	2
1639	Benzyl sulfone	0
1776	3-Ethyl-4-nonanol	0
3594	5H-Pyrrolo[2,3-b]pyrazine-2,3-dicarbonitrile, 6-amino-5-(2-dimethylaminoethyl)-7-(1-methyl-1H-benzoimidazol-2-yl)-	0
2048	Benzene, (1-pentylheptyl)-	2
1655	2-Propanone, 1-(4-hydroxy-3-methoxyphenyl)-	2
2236	2-Propanol, 1-chloro-, phosphate (3:1)	2
567	2(3H)-Furanone, 5-acetyldihydro-	2
1094	2-Methoxy-4-vinylphenol	2
2056	Celestolide	2
2085	1-(2,4-Dihydroxybenzoyl)-3-ethyl-5-trifluoromethyl-5-hydroxy-2-pyrazoline	0
1842	Benzoic acid, 2-methylpropyl ester	2
652	Acetic acid, phenylmethyl ester	2
1651	Nonanedioic acid, dimethyl ester	0
2712	2-Propen-1-one, 1,3-diphenyl-, (E)-	2
968	2-Piperidinone, N-[4-bromo-n-butyl]-	0
242	Benzyl chloride	0
1430	2,5-Hexanedione, 3,4-dimethyl-	0
3247	2-Isopropyl-10-methylphenanthrene	2
3144	Indeno[2,1-b]chromene,	2
244	2H-Benzo[f]oxireno[2,3-E]benzofuran-8(9H)-one, 9-[(hexahydro-1H-azepin-1-yl)methyl]octahydro-2,5a-dimethyl-	0
724	Ethanone, 1-(4-methylphenyl)-	2
3895	11H-Benzo[a]carbazole	2
3721	Phenol, 2,4-bis(1-phenylethyl)-	2
4707	Benzo[ghi]perylene	2
2449	3-Benzyloxy-4-ethoxyphenylacetonitrile	0
2425	Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-2,4,6-trinitro-	2
3823	Phosphoric acid, (1-methylethyl)phenyl diphenyl ester	2
2902	Phenanthrene, 2,3-dimethyl-	2
3555	Triphenyl phosphate	2
4087	Benzo[b]naphtho[2,3-d]thiophene, 6,8-dimethyl-	0
2800	Oxybenzone	2
1040	3-Methyldec-3-ene	0
970	Benzoic acid, 4-methyl-	2
2954	Phenanthrene, 1,7-dimethyl-	2
1495	Salicylamide	2
519	(Z)-Dec-4-enyl (E)-2-methylbut-2-enoate	0
1924	Phenol, 4-(1,1-dimethylpropyl)-	0
4040	3-Phenoxybenzhydrazide	0
3041	Phenaleno[1,9-bc]thiophene	2
645	Succinic anhydride	0
764	Catechol	2
1574	Tetrahydrofuran-2-one, 3-[2-pentenyl]-4-methyl-	0
2280	Phenol, 2-(1-phenylethyl)-	2
1976	p-Xylylene dithiocyanate	0
3337	(3-Methylphenyl) methanol, 1-methylpropyl ether	0
1640	1,2,3,4,5-Cyclopentanepentol	0
2117	Phenol, 2,5-bis(1-methylethyl)-	0
3581	Phosphoric acid, isodecyl diphenyl ester	2
920	Propanoic acid, dimethyl(ethenyl)silyl ester	0
952	5-(3-Ethoxy-4,5-dihydro-isoxazol-5-yl)-5-methyl-imidazolidine-2,4-dione	0
4086	7-Phenylisoquinoline	0
3595	2-[p-Chlorostyryl]-4-[4-[diethylamino]-1-methylbutyl]amino-6-methoxyquinoline	0
498	1-Hexene, 3,4,5-trimethyl-	0
669	N(N'-Methyl-N'-nitroso(aminomethyl))benzamide	0
3633	Phenanthro[4,3-b]thiophene	2
1263	N-[2-Hydroxyethyl]succinimide	0
432	2-Pyrrolidinone	2
2556	1,4-Diphenyl-1-pentanone	0
1111	2,5-Dimethyl-3-hexanol acetate	0
2165	Tri(2-chloroethyl) phosphate	2
545	3-Ureidopropionic acid, N-dimethylaminomethylene-, butyl ester	0
3082	2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester	2
3801	Cyclopenta(cd)pyrene, 3,4-dihydro-	0
2166	Benzo[h]cinnoline	2
2835	1,1'-Biphenyl, 2,2'-dimethyl-6,6'-dinitro-	0
2401	Dodecane, 1-chloro-	0
1659	Benzene, (1-azido-1-methylethyl)-	0
1431	L-Leucine, N-glycyl-	0
3586	Benzo[b]naphtho[2,3-d]thiophene	2
1770	Heptane, 2,3-dimethyl-	0
1413	2-(2-Diethylamino-ethoxy)-fluoren-9-one	0
1896	Cinnamaldehyde, à-pentyl-	2
2557	2-Cyclohexylpiperidine	0
1985	5H-[1]Benzopyrano[3,4-b]pyridin-5-one, 9-amino-1,2,3,4-tetrahydro-	0
2905	Phenol, 2-[(4-hydroxyphenyl)methyl]-	2
3108	cis-Nonachlor	2
936	Vinyl caprylate	0
2385	3,4'-Diisopropylbiphenyl	2
653	1,3-Cyclopentadiene, 1,2,5,5-tetramethyl-	0
2071	1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	2
1933	Benzoic acid, 2,4-dihydroxy-6-methyl-, methyl ester	2
816	Phenol, 4-(1-methylethyl)-	2
3162	1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-, methyl ester, [1S-(1à,4aà,10aá)]-	0
1153	Methyl-3-(2,2-dichlorovinyl)-2,2-dimethyl-(1-cyclopropane)carboxylate,c&t	2
2390	Isophthalic acid, ethyl 2-methylprop-2-en-1-yl ester	0
1065	2-t-Butyl-cyclopropanecarboxylic acid, 2,6-di-t-butyl-4-methyl-phenyl ester	0
1809	3-Methyl-3H-benzothiazol-2-one	2
1848	Benzothiazole, 2-(methylthio)-	2
4238	Benzo(a)pyrene-4,5-dione	0
1308	Benzyl alcohol, 3-ethylamino-	0
725	Benzaldehyde, oxime	2
1337	2,3-Dimethylhydroquinone	0
1873	Phosphoric acid, dibutyl 1,1-dimethyl-2,2,3,3-tetrafluoropropyl ester	0
1156	Perfluorooctane	0
1273	1,3,4-Trimethyl-5-ethoxypyrazole	0
1082	cis-1,2-Dihydrocatechol	0
2190	Trichloroacetic acid, 1-adamantylmethyl ester	0
3019	cis-Chlordane	2
1700	1,3-Diazine	0
3901	Phthalic acid, monoamide, N,N'-diethyl-N,N'-diphenyl-	0
4157	1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-	0
1656	2(3H)-Furanone, dihydro-5-phenyl-	2
3423	Phenanthrene, 3,4,5,6-tetramethyl-	2
773	Cyclobutanone, 2-methyl-4-hydroxy-	0
914	Hexanoic acid, 4-hexadecyl ester	0
3227	Tributyl acetylcitrate	2
2667	1,7-Dimethyldibenzothiophene	2
1737	7-Methoxymethyl-2,7-dimethylcyclohepta-1,3,5-triene	0
4474	Perylene, 3-methyl-	2
860	9-Oxabicyclo[3.3.1]nonan-2-ol, 6-[(tetrahydropyran-3-yl)oxy]-	0
527	2-Hexanone, 6-bromo-	0
3434	1-Propanol, 2,3-dichloro-, phosphate (3:1)	2
1126	2(3H)-Benzofuranone, 3-methyl-	2
821	1,2-Ethanediol, 1-(2-furanyl)-	0
1886	Clonitazene	0
1341	Coumarin, 3-bromo-7-ethylamino-4,6-dimethyl-	0
3332	4-(Tetrahydro-1H-pyrrol-1-ylsulfonyl)aniline	0
1735	1-Octanone, 1-phenyl-	0
4292	Dimantine	0
3536	Piperonyl butoxide	2
1654	4-Methoxymethoxy-4-methyl-hex-2-yn-1-ol	0
3729	2,3,4,5-Tetrafluorobenzyl alcohol, isopropyl ether	0
1647	Dibenzofuran	0
1307	Benzeneacetamide	2
213	Oxazolidine, 2-ethyl-4,4-dimethyl-	0
1314	2-Carbomethoxy-8-methyl-8-azabicyclo[3.2.1]oct-2-ene	2
397	p-Cresol	2
1088	4a(2H)-Naphthalenol, 2-bromo-4,4-dichlorooctahydro-	0
986	Hydroquinone	2
2489	4-Methylnaphtho[1,2-b]thiophene	2
1636	o-Hydroxybiphenyl	2
706	1,3-Butanediamine	0
1491	1-Acetoxy-p-menth-3-one	0
297	1-Propanol, 2,2'-oxybis-	2
1197	o-Isopropylphenetole	2
2695	Chlorpyrifos	2
1093	2,3,6-Trimethylacetophenone	2
642	3-Pyridinol, 6-methyl-	0
3864	Naphtho[2,1,8,7-klmn]xanthene	2
2424	Tonalid	2
1626	1-Naphthalenol	2
1798	Furan, 4-methyl-2-propyl-	0
80	3-Hexene, 2,2-dimethyl-	0
909	Benzoylformic acid	2
2239	Benzenemethanol, 3-phenoxy-	2
4573	Carinol	0
3561	26-Deoxy-26-ethylaminodihydroneotigogenin	0
1641	Furan, 3-phenyl-	2
3297	Padimate O	2
2039	Acetaminophen	2
3103	1-Dimethyl(3-chloropropyl)silyloxypropane	0
674	(2,2-Dimethylcyclobutyl)methylamine	0
4105	3-Pyridinecarbonitrile, 1,4-dihydro-1-methyl-	0
3085	1,4-Ethenoanthracene, 1,4-dihydro-	2
516	4(1H)-Pyrimidinone, 2-methyl-	0
2696	Naphtho[2,3-b]thiophene, 4,9-dimethyl-	2
3217	3-Ethoxy-5-propoxymethyl-4,5-dihydroisoxazole	0
3062	Tonalid	2
3191	Propanal, 2-methyl-, ethylhydrazone	0
1526	2H-Indol-2-one, 1,3-dihydro-	2
601	2,3-Dimethyl-3-pyrazolin-5-one	0
608	1,2-Dioxolan-3-one, 5-methyl-4-methylene-	0
2263	Phenanthrene	2
3530	Pyrene, 1,3-dimethyl-	2
1437	2-Propenoic acid, 3-(2-hydroxyphenyl)-, (E)-	2
1206	3-Buten-2-one, 4-phenyl-, (E)-	2
1847	Propylparaben	2
3732	1,3,4-Oxadiazole-2(3H)-thione, 5-(2-bromophenyl)-3-benzyl(methyl)aminomethyl-	0
3973	Benz(a)anthracene-7,12-dione	2
1633	4-(Phenylmethyl)benzeneethanamine	0
3722	Benz[a]anthracene	2
1463	8-Benzoyloctanoic acid	0
3838	Carbonic acid, octyl phenyl ester	0
4599	à-Tocopheryl acetate	2
467	Phenol, 2-methoxy-	2
3746	Benz[a]anthracene	2
1539	1H-Pyrrole-2-carboxaldehyde, 5-methyl-	0
129	Furan, 2-pentyl-	2
802	3-Acetoxydodecane	0
3832	Dibromophenyl ether	2
1841	2-(4-(But-2-yl)phenyl)propanoic acid	2
3116	Benzo[kl]xanthene	2
2475	Theobromine	2
1260	Norfenefrine	0
331	Benzeneacetaldehyde	2
575	Diallyl carbonate	0
4017	9-Oximino-2,7-diethoxyfluorene	0
1709	á-d-Lyxofuranoside, O-nonyl-	0
393	6-Amino-hex-2-en-1-ol	0
1516	Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-	0
277	2-Cyclopenten-1-one, 2-hydroxy-3-methyl-	2
3006	Triclosan	2
3967	Benzene, 1,1'-(1,4-dimethyl-1-butene-1,4-diyl)bis-	0
1576	Cyclohexanone, 2-octyl-	0
1586	Indene-1,7(4H)-dione, 3a,7a-dihydro-5-methyl-	0
2077	Phenol, 2-(1-phenylethyl)-	2
1941	Allyl levulinate	0
1186	2-Cyclohexylpiperidine	0
1893	1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro-	0
2558	Phenanthrene, 1-methyl-	2
1068	5-Acetoxymethyl-2-furaldehyde	0
4494	Hydroxyclomipramine	0
2554	Propanamide, N-hexyl-	0
3009	Pyrene	2
979	Formic acid, 1-phenylpropyl ester	0
298	2-Acetyl-5-methylfuran	2
4147	1,3-Propanediamine, N'-(4-chlorophenyl)-N,N,2-trimethyl-	0
1216	2-Methylpiperidine	0
1021	1H-Inden-1-one, 2,3-dihydro-	2
1275	Chloroxylenol	0
1272	2-Propenoic acid, 3-phenyl-, methyl ester	2
739	2H-Pyran-2-one, 6-ethyltetrahydro-	0
1391	Phenol, 2,6-bis(1,1-dimethylethyl)-	2
1406	N-(3,4-Dichlorophenyl)-3-[(4-hydroxybenzoyl)hydrazono]butyramide	0
335	4-t-Butylurazole	0
1134	Triacetin	2
568	Succinimide	2
2704	3,7-Dimethyldibenzothiophene	2
1660	Ethanone, 1-(3-amino-4-methoxyphenyl)-	0
2571	Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(2-methylpropyl)-	0
743	Phenol, 2-(1-methylethyl)-	2
787	Ethane, 1,1'-oxybis[2-methoxy-	0
3456	Methyl dehydroabietate	2
2152	2,2-diphenylpropionic acid, 2,2,2-trifluoroethyl ester	0
1405	1-Propanol, 2,2-dimethyl-, benzoate	2
477	1H,1H,2H,2H-Perfluorodecan-1-ol	0
3770	Diisooctyl phthalate	0
3894	4-Hydroxy-1-indanone	0
3177	Benzene, 1,1'-sulfonylbis(4-methyl-)	2
3916	Benzoic acid, undecyl ester	0
3919	7-Oxodehydroabietic acid, methyl ester	2
3322	2H-Phenanthro[9,10-b]pyran	0
2450	Dibenzothiophene, 3-methyl-	2
910	1,4-Butanediol, 2,3-bis(methylene)-	0
2341	2,4-Diphenyl-4-methyl-2(E)-pentene	2
2646	3H-Isobenzofuran-1-one, 6,7-dimethoxy-3-p-tolylamino-	0
1783	Methanamine, 1-(dicyclohexylphosphino)-N,N-dimethyl-	0
2047	p-Hydroxybiphenyl	2
3256	Fluoranthene, 2-methyl-	2
1550	Benzoic acid, p-tert-butyl-	2
2634	3H-Imidazo(4,5-f)quinoline, 3-methyl-	0
3272	N1-Isopropyl-2-methyl-1,2-propanediamine	0
2944	Thiabendazole	2
1069	Thiophene, 3-nitro-2-(2-thienylsulfonyl)-	0
3240	Benzene, 1,3-dimethoxy-5-[(1E)-2-phenylethenyl]-	2
3924	Benzenemethanol, 2-hydroxy-5-methyl-	0
2728	1(2H)-Naphthalenone, 3,4-dihydro-4-phenyl-	2
923	Cyclohexanone, 2-(1-methylethylidene)-	0
3230	Benzoic acid, 4-(methylamino)-	0
4142	à-[2-Piperidyl]-2,6-di-[p-trifluoromethylphenyl]-4-pyridinemethanol	0
809	Neodecanoic acid	0
1448	Phthalic acid, methyl 2-methylphenyl ester	0
1189	Pyridine, 2-(1-methyl-2-pyrrolidinyl)-	2
3806	Propanamide, N-hexyl-	0
1080	4a(2H)-Naphthalenol, octahydro-4,8a-dimethyl-,(4à,4aà,8aá)-	0
3620	Benz[c]acridine	2
976	Bendiocarb	0
2943	Pyrene	2
684	Benzeneacetic acid, methyl ester	2
2881	Phenanthrene, 2,5-dimethyl-	2
2046	Benzoic acid, 2,4-dihydroxy-3,6-dimethyl-, methyl ester	2
2706	9,10-Anthracenedione	2
1853	1H-Pyrrolo[3,4-c]pyridine-1,3,4(2H,5H)-trione, 6-methyl-	0
1789	Cycloheptane, 1-chloro-3-iodo-	0
357	2,5-Dimethyl-4-hydroxy-3(2H)-furanone	2
1148	Carbamic acid, phenyl-, methyl ester	2
595	Cyclohexanone, 2-acetyl-	0
548	Cyclobutanecarboxylic acid, cyclobutyl ester	0
2143	Benzene, 1,1'-butylidenebis-	0
1279	Perfluorooctane	0
916	1-Ethoxypropan-2-yl acetate	0
747	1-Heptene, 3-methyl-	0
3018	Fumaric acid, dicyclohexyl ester	2
3061	Ethanol, 2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]-	2
459	1-Butanamine, N-ethyl-	0
1276	1,6-Anhydro-3,4-dideoxy-á-D-gluco-hexopyranose	0
1416	Non-7-ynamide	0
2101	1,3-Cyclopentadiene, 1-(4-bromobutyl)-5,5-dimethyl-	0
1136	2,4-Imidazolidinedione, 5-methyl-	2
3210	4H-Benzo[def]carbazole	2
234	3-Ethenyl-3-methylcyclopentanone	0
2060	2(1H)-Naphthalenone, 3,4-dihydro-	2
721	1H,1H,2H,2H-Perfluorodecan-1-ol	0
1243	Ethanone, 1-(2,5-dimethylphenyl)-	0
885	Cyclohexanecarboxylic acid, 4-methylpentyl ester	0
3232	3H-Cycloocta[c]pyran-3-one, 5,6,7,8,9,10-hexahydro-4-isopropyl-1-phenyl-	0
4771	1,8-Diazacyclotetradecane-2,9-dione	0
4445	2,3,6-Trichlorobenzoyl chloride	0
898	Butanal, propylhydrazone	0
1815	Tetrahydrofuran-2-one, 5-[1-hydroxyhexyl]-	0
3466	Benzoimidazol-2-one, 1-adamantan-1-yl-1,3-dihydro-	0
3882	Acetic acid, 3-ethoxy-4,5-dihydroisoxazol-5-ylmethyl ester	0
2161	Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-	0
1396	Myristoleic acid	0
4022	Phenol, 2-(5-chloro-2H-benzotriazol-2-yl)-4,6-bis(1,1-dimethylethyl)-	2
3992	Benzenesulfonyl chloride, 2,4,6-tris(1-methylethyl)-	0
1524	Pyridine, 3-phenyl-	0
3194	Dibenzo[b,d]thiophene, 1,3,6,7-tetramethyl-	0
3172	9-Anthracenecarbonitrile	2
2545	Anthracene, 1-methyl-	2
3962	2H-Pyran, tetrahydro-2-(12-pentadecynyloxy)-	0
1301	Perfluoro-1,3-dimethylcyclohexane	0
553	Sydnone, 3,4-dimethyl-	0
3861	Benzeneethanamine, 2-fluoro-á,3,4-trihydroxy-N-isopropyl-	0
571	2-Isobutyl-3-methylpyrazine	0
2520	Clorophene	2
2736	5á-Podocarpa-8,11,13-trien-16-oic acid, methyl ester	0
1494	o-Cyanobenzoic acid	2
1155	Benzamide	0
3512	Ethanol, 2-butoxy-, phosphate (3:1)	2
925	3-Methoxy-2,2-dimethyloxirane	0
1408	3-Pyridinecarboxamide, N-methyl-	2
1048	Glucopyranuronamide, 1-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1,4-dideoxy-4-(D-2-(2-(methylamino)acetamido)hydracrylamido)-, á-D-	0
2022	Benzaldehyde, 3-phenoxy-	2
2833	Pentaethylene glycol	0
489	1H-Imidazole, 4-methyl-	0
1824	1,3,5-Triazine-2,4,6-triamine	2
717	Cyclobutanecarboxylic acid, 2-pentadecyl ester	0
4153	Octabenzone	2
3651	Benzamide, N-propyl-	0
465	Allyl 2-ethyl butyrate	0
1465	4-n-Butylbenzoic acid, 2-ethylcyclohexyl ester	0
4418	Dimantine	0
1720	Benzene, 1-ethyl-4-(2-methylpropyl)-	0
2655	Phenylethyl salicylate	2
3954	Benz[a]anthracene, 12-methyl-	2
2685	Musk ketone	2
1753	Hexane, 2-bromo-	0
4237	Benzo[k]fluoranthene	2
1348	1,1'-(1,1'-Cyclopropylidenediethylidene)disemicarbazide	0
1519	Cyclopentanone, 3,4-bis(methylene)-	0
1965	1-Nitro-á-d-arabinofuranose, tetraacetate	0
1099	5-[2-(1,3-Dioxolan-2-yl)-ethyl]-2-methyl-1-cyclopentene-1-carboxaldehyde	0
962	Butanoic acid, 2-ethyl-2,3,3-trimethyl-	0
1313	Methyl-3-(2,2-dichlorovinyl)-2,2-dimethyl-(1-cyclopropane)carboxylate,c&t	0
3368	1,8-Diazacyclotetradecane-2,9-dione	2
2528	Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-	2
1669	Ethanone, 1-(3-methyloxiranyl)-	0
3248	Allococaine	2
3378	Pyrene, 4-methyl-	2
1552	N-Ethyl-1-phenyl-3-butanamine	0
2084	Phenol, 4-(1,1-dimethylpropyl)-	0
1222	Tricyclo[4.3.1.1(3,8)]undecan-3-ol	0
2185	1-Butanone, 1-(2,4,6-trihydroxy-3-methylphenyl)-	2
754	p-Chlorophenyl (2-methoxyethyl)carbamate	0
1208	1(3H)-Isobenzofuranone	2
2942	4'-Ethyl-4-biphenylcarboxylic acid	0
3537	1(3H)-Isobenzofuranone, 5,6-dimethoxy-7-nitro-	0
1443	Dodecyltrimethylammonium chloride	0
2407	Caffeine	2
2396	Ethanol, 2-[4-(1,1-dimethylpropyl)phenoxy]-	0
1723	Cyclopropane, 1-acetyl-2-(2,2,2-trichloroethyl)-	0
1694	2-Furanone, 4-phenyltetrahydro	2
965	1,2-Benzenediol, 3-methyl-	0
1060	5H-1-Pyrindine	2
671	Benzoic acid	2
3385	2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester	2
3691	5-n-Propylhydantoin	0
3676	Diethylene glycol dibenzoate	2
2043	1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester	0
400	3,3,3-Trifluoro-N-(4-fluorophenyl)-2-(trifluoromethyl)propionamide	0
1609	Pyrido[2,3-d]pyridazine-5(6H)-thione	0
1513	Indole, 3-methyl-2-(2-dimethylaminopropyl)-	0
1020	Phenol, p-tert-butyl-	2
1916	2,5-Dimethoxythiophenol	0
1882	Cyclohexanone, 4-(1,1-dimethylpropyl)-	0
2131	7-Acetyl-2-hydroxy-2-methyl-5-isopropylbicyclo[4.3.0]nonane	0
1501	2,2,2-Trichloro-1-(4-ethoxyphenyl)ethyl n-butylcarbamate	0
2051	1,1'-Biphenyl, 2,2'-diethyl-	2
1429	Phenol, 4-(2-methylpropyl)-	0
1757	Benzoic acid, 2-hydroxy-, 2-methylbutyl ester	2
2235	Diazinone	2
412	4-Aminopyrimidine	2
969	n-Decanoic acid	0
562	n-Decanoic acid	0
897	Cyclohexanone, 2-(1-methylethylidene)-	2
890	4-Oxononanal	0
2461	2-Penten-1-amine, N,N,2-trimethyl-, (E)-	0
2831	Fumaric acid, dicyclohexyl ester	0
1372	Pyridine, 3-(3,4-dihydro-2H-pyrrol-5-yl)-	2
1620	1,3-Benzodioxol-5-amine	0
2448	Benzocyclododecene, 2,3-diethyl-4a,5,6,7,8,9,10,11,12,13-decahydro-	0
2319	Indole-5-aldehyde	2
3090	Chlordane	2
1312	Benzene, 2-isocyanato-1,3-bis(1-methylethyl)-	2
1296	1,4-Benzenediol, 2-methoxy-	0
2153	Swep	2
